Unnamed: 0,Median Income,Age of House,Average Rooms,Average Bedrooms,Population,Average Occupancy,Latitude,Longitude,Price,Postal_Code,Extra_Noise,Random,Average_NotBedrooms
2422,3.825,28.0,6.306930693069307,1.0643564356435644,572.0,2.8316831683168315,36.59,-119.45,0.842,95439,-0.40887336840408994,94.36801906374458,5.242574257425742
2423,2.309,18.0,5.456422018348624,1.0275229357798166,1638.0,3.756880733944954,36.6,-119.55,0.571,94433,2.1960895592968157,7.0062045989246595,4.428899082568807
2424,1.4937,20.0,4.570552147239264,0.9754601226993864,1474.0,4.521472392638037,36.61,-119.54,0.547,91389,-1.0347697780535663,47.616011147693996,3.595092024539877
2425,1.586,14.0,4.087074829931972,1.0789115646258505,3535.0,4.809523809523809,36.61,-119.55,0.569,93566,-0.3184817988704806,91.95792763590427,3.0081632653061217
2426,2.2206,34.0,5.433962264150943,1.0075471698113208,1018.0,3.841509433962264,36.62,-119.5,0.634,94702,0.5406307261785857,48.76688292310798,4.426415094339623
2427,1.9913,21.0,5.542105263157895,1.0789473684210529,867.0,2.281578947368421,36.58,-119.49,0.953,90165,0.4715284841752391,6.3636834233116835,4.463157894736842
2428,1.8958,33.0,4.939516129032258,1.1088709677419355,1065.0,4.294354838709677,36.61,-119.52,0.551,91567,-0.2548996154888451,22.92400198119392,3.8306451612903225
2429,1.5625,33.0,3.623456790123457,1.0493827160493827,730.0,4.506172839506172,36.61,-119.53,0.558,96154,-0.648460010942418,57.86667553684227,2.5740740740740744
2430,1.6094,27.0,4.887323943661972,1.0422535211267605,1056.0,3.7183098591549295,36.66,-119.6,0.552,95420,0.23136232434129073,8.786161789896907,3.8450704225352115
2431,3.0521,27.0,4.115,0.855,798.0,3.99,36.64,-119.59,1.138,90728,1.3768858861758493,42.367793101729646,3.2600000000000002
2432,2.5562,43.0,6.072463768115942,1.1594202898550725,1056.0,3.8260869565217392,36.65,-119.53,0.932,96944,0.7628086895732948,32.90932661914049,4.91304347826087
2433,1.9676,33.0,5.175895765472313,0.9576547231270358,1102.0,3.58957654723127,36.6,-119.63,0.624,92043,-0.632468416310135,81.52076278242394,4.2182410423452765
2434,2.6858,13.0,4.350364963503649,0.9854014598540146,1652.0,4.019464720194647,36.58,-119.62,0.624,94197,-0.9917726460793398,11.013193833544921,3.3649635036496344
2435,3.5987,19.0,6.167259786476868,1.0782918149466192,911.0,3.2419928825622777,36.57,-119.59,1.317,93496,-0.692788987709958,68.27984501587862,5.0889679715302485
2436,2.8287,28.0,4.714285714285714,0.974025974025974,919.0,2.9837662337662336,36.58,-119.6,0.731,95511,-1.2737428853658157,40.65890708759091,3.7402597402597406
2437,2.6974,29.0,4.841328413284133,1.033210332103321,788.0,2.907749077490775,36.58,-119.61,0.73,90778,0.14740948232724443,58.77506804723286,3.8081180811808117
2438,4.0197,17.0,5.819338422391858,0.9923664122137404,1330.0,3.3842239185750635,36.59,-119.62,0.88,90213,0.8137861787342837,20.553177192054473,4.8269720101781175
2439,2.2727,10.0,4.934027777777778,1.0763888888888888,1443.0,2.505208333333333,36.59,-119.61,0.927,93762,-0.0713399985004032,60.97036847616255,3.857638888888889
2440,2.5556,42.0,5.3004587155963305,1.006880733944954,1347.0,3.089449541284404,36.57,-119.6,0.697,95207,1.7197667929295155,67.39777274161128,4.293577981651376
2441,1.8333,33.0,4.943444730077121,1.0359897172236503,1205.0,3.0976863753213366,36.57,-119.6,0.683,91576,1.7754145751546893,7.023156466107783,3.907455012853471
2442,1.5833,42.0,4.641821946169772,1.0786749482401656,1359.0,2.813664596273292,36.57,-119.61,0.651,92448,0.3077352688284212,82.4344267582937,3.563146997929606
2443,1.2647,22.0,4.997214484679666,1.2116991643454038,1127.0,3.139275766016713,36.58,-119.63,0.553,96731,0.7019377404766833,86.12541128882414,3.785515320334262
2444,1.4415,36.0,3.967741935483871,0.9032258064516128,737.0,3.9623655913978495,36.56,-119.6,0.544,92936,-0.9004579779694477,6.355405568279471,3.064516129032258
2445,2.0658,34.0,5.938144329896907,1.2061855670103092,363.0,3.7422680412371134,36.56,-119.64,0.925,93117,-0.3608064938391779,60.318748809728575,4.731958762886598
2446,1.625,34.0,3.972972972972973,1.0332640332640333,1886.0,3.920997920997921,36.56,-119.61,0.53,95791,1.2722703777665494,59.4011496972227,2.9397089397089395
2447,1.8878,30.0,4.272952853598015,0.9230769230769232,1467.0,3.640198511166253,36.56,-119.62,0.516,90591,-0.5792726172884418,1.245841186844332,3.3498759305210912
2448,3.2917,34.0,6.597444089456869,1.095846645367412,1041.0,3.3258785942492013,36.55,-119.53,1.115,95429,1.487379807016452,34.23464139559513,5.501597444089457
2449,4.2045,16.0,7.266129032258065,1.1155913978494625,1106.0,2.9731182795698925,36.52,-119.54,1.209,95205,1.1125641020748327,96.89257827137476,6.150537634408602
2450,2.2132,46.0,4.687344913151365,0.967741935483871,971.0,2.4094292803970223,36.51,-119.55,0.766,96235,0.7516239610463575,55.545075226874296,3.7196029776674937
2451,1.6635,37.0,4.990196078431373,1.0441176470588236,663.0,3.25,36.51,-119.56,0.67,92720,-1.1726948896596399,93.3211802741505,3.946078431372549
2452,2.5033,9.0,5.012987012987013,1.0506493506493506,2157.0,2.8012987012987014,36.51,-119.56,0.701,90713,-0.3119864840703217,67.5644635877384,3.9623376623376627
2453,3.0294,31.0,4.706161137440758,0.9881516587677726,1042.0,2.4691943127962084,36.52,-119.55,0.702,90935,0.6442088388441277,2.839051822327643,3.7180094786729856
2454,3.2019,19.0,5.301158301158301,0.9555984555984556,1670.0,3.223938223938224,36.53,-119.56,0.957,96047,-0.9857480745020302,7.771319804839205,4.345559845559846
2455,3.0469,32.0,5.5625,1.0,1038.0,3.816176470588236,36.56,-119.73,0.827,94337,-0.19007724721659816,72.21789553674229,4.5625
2456,2.1908,32.0,5.811594202898551,1.0579710144927537,868.0,3.1449275362318843,36.57,-119.67,1.1,96139,0.7521309491276379,55.456779036901935,4.753623188405797
2457,3.1333,30.0,5.925531914893617,1.1312056737588652,966.0,3.425531914893617,36.51,-119.65,1.0,90001,-0.5681722279222957,12.71516645998757,4.794326241134752
2458,3.3214,35.0,5.561797752808989,1.0786516853932584,674.0,3.786516853932584,36.52,-119.59,1.016,96368,-0.846454491268648,61.406267835361625,4.48314606741573
2459,2.5921,20.0,6.024221453287197,1.1453287197231834,1466.0,5.072664359861592,36.52,-119.73,0.942,92848,-1.8007744587881793,81.02873605681961,4.8788927335640135
2460,3.2083,26.0,6.667953667953668,1.1158301158301158,802.0,3.096525096525097,36.44,-119.77,0.75,95864,-0.38663419771430846,75.2982430132612,5.552123552123552
2461,2.8125,29.0,6.078571428571428,1.075,914.0,3.2642857142857142,36.46,-119.69,0.792,94044,0.7731815128101375,24.616246003206697,5.003571428571428
2462,1.7813,29.0,4.648578811369509,0.9198966408268734,1278.0,3.302325581395349,36.43,-119.69,0.579,91949,-0.8729036753264977,25.81949666560439,3.7286821705426356
2463,2.4044,34.0,5.092936802973978,1.066914498141264,818.0,3.04089219330855,36.54,-119.87,0.725,96732,0.01787210646770664,96.78378051021137,4.026022304832714
2464,2.0216,32.0,5.685714285714286,1.126530612244898,999.0,4.077551020408163,36.55,-119.79,0.768,96259,-0.22420927179406716,88.74048021527162,4.559183673469388
2465,2.7321,31.0,5.491150442477876,1.1238938053097345,767.0,3.393805309734513,36.51,-119.81,0.836,90917,-0.6666235559680475,31.8337314430872,4.367256637168142
2466,2.4375,19.0,6.0368663594470044,1.1105990783410138,702.0,3.2350230414746544,36.54,-119.84,0.782,93174,0.8377055993758877,82.40544896690083,4.926267281105991
2467,2.5208,31.0,5.891156462585034,1.129251700680272,979.0,3.329931972789116,36.54,-119.83,0.6,92241,1.6422722811658959,16.173852973254544,4.761904761904762
2468,2.975,34.0,6.405405405405405,1.0675675675675675,716.0,3.225225225225225,36.64,-119.89,0.9,90089,1.0043379436417033,19.68411013265644,5.337837837837838
2469,2.0313,17.0,6.060728744939271,1.2469635627530364,1425.0,5.769230769230769,36.57,-119.97,0.694,91709,-0.6959364024507146,18.11960538453453,4.813765182186235
2470,2.4814,20.0,5.389972144846797,1.011142061281337,1319.0,3.6740947075208914,36.58,-119.9,0.746,92169,1.9923656638459448,8.772077501351516,4.37883008356546
2471,2.4006,24.0,5.700507614213198,1.1725888324873095,1291.0,3.2766497461928936,36.6,-119.81,0.764,94238,1.0014029102300654,85.46781161613553,4.527918781725888
2472,2.4474,19.0,5.20042643923241,0.9850746268656716,1416.0,3.0191897654584223,36.45,-119.86,0.756,93041,-0.4573570689642907,57.88068982045753,4.215351812366738
2473,1.7176,34.0,4.501915708812261,0.9616858237547892,683.0,2.6168582375478926,36.43,-119.86,0.584,90105,-0.7753263821119137,25.895609249393857,3.540229885057472
2474,2.8913,23.0,5.038674033149171,0.9779005524861878,1146.0,3.165745856353591,36.43,-119.85,0.609,90886,1.1210392638449234,84.86550327275941,4.060773480662983
2475,2.1771,18.0,5.127272727272727,1.0772727272727274,772.0,3.5090909090909093,36.44,-119.97,0.392,90427,0.17376920195727316,80.26467593928203,4.05
2476,2.1153,18.0,4.280898876404494,1.1629213483146068,2030.0,5.702247191011236,36.34,-120.08,1.125,95424,-0.8507648486877276,10.09515181277556,3.1179775280898876
2477,2.3295,17.0,4.095890410958904,1.095890410958904,715.0,4.897260273972603,36.16,-120.1,0.55,91895,-0.14810897947188312,64.41393737349719,3.0
2478,1.5086,12.0,3.983651226158038,0.9700272479564032,1708.0,4.653950953678474,36.21,-120.1,0.647,96090,-0.40719681788136125,72.18336015257705,3.013623978201635
2479,1.4191,12.0,3.594392523364486,1.0448598130841122,2809.0,5.2504672897196265,36.19,-120.09,0.551,90316,-0.8240591186880378,71.58273369859639,2.5495327102803738
2480,2.4398,11.0,4.20440251572327,1.2955974842767295,1376.0,4.327044025157233,36.29,-120.27,0.875,96082,1.0145862532614673,72.31427078539376,2.9088050314465406
2481,2.1458,29.0,5.848484848484849,1.1717171717171715,218.0,2.202020202020202,36.18,-120.43,1.042,90634,0.7817241883143133,16.945778564903733,4.676767676767677
2482,3.0658,36.0,4.943548387096774,1.0,310.0,2.5,36.16,-120.37,0.65,91925,0.8385414775592605,31.508645426876935,3.943548387096774
2483,1.8264,18.0,5.557603686635945,1.262672811059908,622.0,2.866359447004608,36.14,-120.36,0.62,92056,0.824670393319513,84.41785085044624,4.294930875576037
2484,2.7461,17.0,5.4261904761904765,1.0666666666666669,1200.0,2.857142857142857,36.15,-120.38,0.7,96917,-0.9160337447075975,89.83917502275496,4.359523809523809
2485,3.2639,10.0,5.1156186612576064,1.081135902636917,1335.0,2.707910750507099,36.13,-120.37,0.864,93144,-0.6036872717969973,27.918888656487027,4.0344827586206895
2486,4.381,34.0,6.005763688760807,0.9769452449567724,868.0,2.5014409221902016,36.15,-120.37,0.863,92270,1.4586575229376622,2.301951617775244,5.028818443804035
2487,2.7792,18.0,5.584558823529412,1.088235294117647,846.0,3.110294117647059,36.16,-120.35,0.853,91439,0.10801212243899834,85.97669471661081,4.496323529411765
2488,1.7075,9.0,4.937153419593345,1.1959334565619224,1484.0,2.743068391866913,36.14,-120.35,0.604,90552,-1.470470693704303,37.70918378250826,3.7412199630314227
2489,3.0134,29.0,4.669879518072289,1.0457831325301206,1306.0,3.146987951807229,36.13,-120.36,0.555,90715,0.2169443275957465,32.94635559599364,3.6240963855421686
2490,2.25,24.0,6.044871794871795,1.3397435897435896,514.0,3.2948717948717947,36.65,-120.31,0.766,95383,0.6547912616681332,34.699967968862566,4.705128205128205
2491,2.4937,31.0,5.278026905829597,0.9910313901345292,744.0,3.336322869955157,36.65,-120.25,0.66,93911,0.5240414373702086,41.56964239676415,4.286995515695067
2492,2.3026,25.0,5.543859649122807,1.1578947368421053,613.0,3.584795321637427,36.59,-120.18,0.906,91713,-0.937869603161639,37.82666216549211,4.385964912280702
2493,2.293,29.0,4.593167701863354,1.049689440993789,1408.0,4.372670807453416,36.61,-120.19,0.572,95979,1.8867215592575532,56.643089913356036,3.5434782608695654
2494,1.5536,25.0,4.088785046728972,1.0,931.0,4.350467289719626,36.6,-120.19,0.583,93389,-1.5005945871087527,7.894027849819018,3.0887850467289724
2495,2.4786,14.0,4.371014492753623,1.0057971014492753,1679.0,4.866666666666666,36.49,-120.22,0.56,91107,0.1108964301634123,97.15401943085152,3.3652173913043484
2496,1.947,24.0,5.0,1.1685393258426966,1180.0,4.419475655430712,36.77,-120.41,0.689,95437,1.7365528527660827,93.64510344721613,3.831460674157303
2497,2.5,18.0,4.136363636363637,1.0,996.0,5.03030303030303,36.72,-120.67,1.125,94206,0.5916570839354447,93.44066466154992,3.1363636363636367
2498,1.9417,20.0,4.950207468879668,1.0912863070539418,1274.0,5.286307053941909,36.55,-120.51,0.388,90250,0.8362195690513551,87.92776240819134,3.8589211618257266
2499,1.7184,11.0,4.006172839506172,1.0041152263374489,2104.0,4.329218106995885,36.78,-120.39,0.552,92430,-1.0531641491701353,66.03263021817297,3.0020576131687235
2500,1.9056,25.0,3.695842450765865,1.0831509846827134,1745.0,3.818380743982495,36.75,-120.38,0.6,92054,0.34704645759687075,22.110856274843236,2.6126914660831515
2501,1.8125,25.0,3.782442748091603,1.0381679389312977,941.0,3.5916030534351147,36.76,-120.38,0.58,90458,-0.036602662694947094,4.94834871463723,2.7442748091603053
2502,1.4038,12.0,3.8353909465020575,1.0041152263374489,1043.0,4.292181069958848,36.76,-120.38,0.543,95203,-1.1300441691643648,9.93210647817666,2.8312757201646086
2503,1.3386,20.0,4.784386617100372,1.1524163568773234,954.0,3.546468401486989,36.87,-120.46,0.63,90207,0.865071489474962,32.39925004656056,3.631970260223049
2504,2.3523,34.0,3.697802197802198,0.9505494505494504,539.0,2.9615384615384617,36.86,-120.45,0.66,90899,-0.8194867386506691,50.38830254957855,2.7472527472527477
2505,2.8182,29.0,5.427083333333333,1.0173611111111112,883.0,3.0659722222222223,36.84,-120.44,0.905,93461,-0.7009246321685271,99.3253071184794,4.409722222222221
2506,2.1759,20.0,4.105405405405405,1.0162162162162165,1681.0,4.543243243243243,36.85,-120.45,0.581,93385,0.43257932208484806,43.54434917945992,3.089189189189189
2507,2.4414,21.0,4.795148247978437,1.0754716981132075,1446.0,3.8975741239892185,36.86,-120.51,0.719,90021,-0.1432454456450152,52.46460904913768,3.7196765498652296
2508,2.3295,42.0,5.46749226006192,1.065015479876161,1084.0,3.3560371517027865,36.97,-120.55,0.744,90409,0.16928802365601284,69.51572471880806,4.402476780185759
2509,2.2083,18.0,5.183908045977011,1.1206896551724137,771.0,4.431034482758621,36.84,-120.69,0.55,90894,-0.20449965876983628,18.073397044779625,4.063218390804598
2510,4.125,46.0,11.0,2.2,26.0,5.2,36.51,-119.55,0.675,90514,1.4130608435040422,93.28270015622557,8.8
2511,4.625,36.0,24.5,3.5,28.0,14.0,36.51,-119.54,1.625,94904,-0.9250306472386158,52.90346058427342,21.0
2512,2.0192,18.0,4.42687074829932,0.979591836734694,1616.0,2.748299319727891,39.75,-122.2,0.637,94969,-0.4648087802060128,27.62563456017686,3.4472789115646263
2513,1.6948,30.0,5.370801033591731,1.0775193798449612,1885.0,2.4354005167958657,39.75,-122.18,0.675,94109,0.48117155757922697,93.51089863388404,4.29328165374677
2514,3.0469,20.0,5.656,1.008,337.0,2.696,39.74,-122.16,0.85,95066,-0.9879178336410189,62.545061855895014,4.648
2515,2.3507,39.0,5.165636588380717,1.0061804697156984,2111.0,2.609394313967861,39.74,-122.19,0.656,92134,-1.032223382395876,48.36897312492104,4.159456118665018
2516,3.0469,16.0,5.764227642276423,1.1165311653116532,1104.0,2.991869918699187,39.79,-122.25,0.722,93595,0.13774389400313738,58.015590996077414,4.64769647696477
2517,2.325,32.0,6.344827586206897,1.088669950738916,562.0,2.768472906403941,39.78,-122.16,0.696,92956,0.8673533789188775,74.83022189052267,5.25615763546798
2518,2.2569,20.0,5.604,1.12,668.0,2.672,39.74,-122.13,0.943,91560,0.9978778157942548,15.453800369295333,4.484
2519,3.35,23.0,5.582491582491582,1.0336700336700335,836.0,2.814814814814815,39.7,-122.18,0.854,95420,0.09173987598728203,86.48304307032252,4.548821548821548
2520,1.9375,16.0,5.303664921465969,1.036649214659686,1031.0,2.698952879581152,39.75,-122.23,0.731,91266,-0.6721326584973266,95.9506810298213,4.267015706806283
2521,1.6607,16.0,6.7105263157894735,1.921052631578948,85.0,2.236842105263158,39.71,-122.74,0.14999,92169,0.2756631976342582,56.69996517500745,4.789473684210526
2522,2.3851,21.0,6.6,1.2,510.0,2.914285714285714,39.68,-122.38,0.675,93638,0.5661383087123703,68.22708467975981,5.3999999999999995
2523,3.6429,33.0,6.253731343283582,1.1492537313432836,190.0,2.8358208955223883,39.65,-122.14,0.875,90749,0.26186065929027363,85.98334808462408,5.104477611940299
2524,3.25,28.0,5.979674796747967,1.0528455284552845,673.0,2.7357723577235773,39.55,-122.18,0.816,93427,1.2341698587913752,37.481063141650054,4.926829268292683
2525,2.4861,25.0,5.834123222748815,1.1374407582938388,658.0,3.118483412322275,39.5,-122.53,0.719,94780,-1.0141612652549674,99.28317948823984,4.696682464454976
2526,2.165,34.0,5.304950495049505,1.0554455445544555,1287.0,2.548514851485149,39.53,-122.19,0.587,91927,-0.6969760176435625,68.05013693068976,4.24950495049505
2527,2.3566,22.0,5.4966329966329965,1.1077441077441077,1647.0,2.772727272727273,39.53,-122.2,0.71,93804,1.0953491943987237,42.39986983579821,4.388888888888889
2528,1.3708,8.0,3.88957055214724,1.030674846625767,1237.0,3.794478527607362,39.53,-122.23,1.25,93702,-1.4730198305152638,67.73379750016272,2.8588957055214728
2529,2.1,17.0,4.335740072202166,0.967509025270758,555.0,2.003610108303249,39.51,-122.22,0.669,92356,-0.5393857270815005,52.16800325134364,3.3682310469314083
2530,2.0625,39.0,5.837528604118993,1.102974828375286,1181.0,2.702517162471396,39.52,-122.2,0.634,94790,-0.7315402947263614,11.164157153836518,4.734553775743707
2531,2.8333,37.0,5.561320754716981,0.9740566037735848,1060.0,2.5,39.51,-122.2,0.697,92335,-1.5642049013469685,79.58653047693186,4.587264150943396
2532,2.1705,23.0,5.133333333333334,1.0777777777777775,261.0,2.9,39.5,-122.19,0.53,90306,-0.18714880464091355,56.437558025293214,4.055555555555556
2533,2.5625,23.0,5.498901098901099,1.0571428571428572,1443.0,3.171428571428572,39.72,-122.04,0.7,93665,0.7462938598884538,79.58455578738887,4.441758241758242
2534,2.8466,34.0,6.369565217391305,1.062111801242236,958.0,2.975155279503105,39.6,-122.05,0.953,91989,0.15632791552110267,15.491194036746581,5.307453416149069
2535,2.4917,43.0,6.700507614213198,1.0913705583756346,512.0,2.598984771573604,39.47,-122.1,0.771,90661,0.7996037853020775,53.83571568007757,5.609137055837563
2536,1.832,39.0,5.115151515151515,0.9757575757575756,535.0,3.242424242424242,39.45,-121.94,0.705,94644,1.191955967642973,76.66242722129128,4.13939393939394
2537,2.1746,20.0,4.711111111111111,1.0464646464646463,1856.0,3.7494949494949497,39.74,-122.01,0.587,90311,-0.3856317609455195,98.83045675907984,3.6646464646464647
2538,0.957,52.0,2.709016393442623,1.2950819672131149,392.0,1.6065573770491803,40.8,-124.17,0.6,92920,2.64684602298873,88.43972763852587,1.4139344262295082
2539,1.7308,52.0,4.231173380035027,1.0823117338003505,1150.0,2.0140105078809105,40.8,-124.16,0.805,91082,-0.34541542406383324,86.43496270606393,3.148861646234676
2540,1.7778,52.0,4.450704225352113,0.9753521126760564,591.0,2.080985915492957,40.79,-124.16,0.769,92971,-0.21253102584369113,24.7460138146398,3.4753521126760565
2541,1.585,52.0,4.376021798365122,1.1416893732970028,891.0,2.427792915531336,40.8,-124.17,0.755,95833,-0.7076205368687772,83.79846017090475,3.2343324250681196
2542,1.8529,52.0,4.8808777429467085,1.078369905956113,758.0,2.376175548589342,40.8,-124.17,0.625,90754,0.5453894809246739,16.928127754296305,3.8025078369905954
2543,2.2566,52.0,4.995348837209303,0.9790697674418604,975.0,2.2674418604651163,40.79,-124.16,0.927,94130,-0.2905034189769749,19.810766454843353,4.016279069767442
2544,2.5417,50.0,6.473087818696884,1.141643059490085,837.0,2.3711048158640224,40.78,-124.16,0.854,94540,-0.0788922219149961,11.011674374347201,5.331444759206799
2545,1.6369,39.0,4.91131498470948,1.0091743119266054,731.0,2.235474006116208,40.78,-124.17,0.683,96236,-0.20521300622596286,85.75965307137872,3.902140672782875
2546,1.8242,37.0,5.273076923076923,1.226923076923077,640.0,2.4615384615384617,40.78,-124.19,0.7,96078,-0.2279045472268739,10.825449645131869,4.046153846153846
2547,1.745,39.0,5.448071216617211,1.0445103857566769,883.0,2.620178041543027,40.79,-124.18,0.705,95326,0.15828602939857542,13.811147974501004,4.403560830860534
2548,1.4668,40.0,5.010752688172043,1.114695340501792,788.0,2.824372759856631,40.79,-124.18,0.646,90352,-0.45022355303663136,24.58871500823858,3.8960573476702507
2549,1.9688,43.0,4.740663900414938,0.9937759336099584,1169.0,2.425311203319502,40.79,-124.17,0.705,90902,-0.40329558191709247,57.266240912064106,3.7468879668049793
2550,2.9038,43.0,5.673417721518987,1.129113924050633,932.0,2.359493670886076,40.78,-124.16,0.82,95451,1.0728514906209918,88.01801853004031,4.544303797468355
2551,2.8529,35.0,4.933179723502304,1.0092165898617511,1053.0,2.4262672811059907,40.77,-124.16,0.856,93888,-0.2935224638814117,41.82281552555681,3.9239631336405534
2552,2.2227,30.0,5.278551532033426,1.0194986072423398,990.0,2.75766016713092,40.77,-124.17,0.813,95844,0.3835524037071247,54.62859491917852,4.259052924791087
2553,2.5536,37.0,4.687096774193549,0.9451612903225808,867.0,2.796774193548387,40.78,-124.18,0.702,90158,-0.889491740488447,16.6489399957253,3.741935483870968
2554,2.5096,33.0,4.559322033898305,0.940677966101695,656.0,2.7796610169491527,40.78,-124.18,0.722,91977,-0.44469002715287254,26.594585589779165,3.6186440677966103
2555,2.1607,34.0,5.022082018927445,1.1482649842271293,950.0,2.996845425867508,40.78,-124.18,0.67,90956,-1.2325605624906806,13.392576248577493,3.8738170347003154
2556,4.8516,13.0,6.15014164305949,0.9603399433427762,951.0,2.6940509915014164,40.75,-124.17,1.161,92071,1.8544334333618275,40.991884486708976,5.189801699716714
2557,2.8056,26.0,4.673684210526316,0.95,992.0,2.610526315789474,40.76,-124.17,0.828,90403,1.375459677668053,59.033565867819235,3.723684210526316
2558,2.442,30.0,5.102915951972555,1.0874785591766725,1367.0,2.3447684391080617,40.77,-124.19,0.69,96948,0.5954589932786869,28.401953003345415,4.015437392795883
2559,1.75,50.0,4.096385542168675,0.891566265060241,235.0,2.8313253012048194,40.81,-124.15,0.675,94611,2.151102720289829,84.59958555747926,3.204819277108434
2560,2.5,32.0,4.4869281045751634,1.0196078431372548,872.0,2.849673202614379,40.8,-124.14,0.726,92779,0.7702860513831254,98.12383510066344,3.4673202614379086
2561,1.755,47.0,4.516717325227964,1.0182370820668694,765.0,2.325227963525836,40.8,-124.15,0.741,91387,-0.17197574364882165,12.0154852314581,3.498480243161095
2562,1.6111,52.0,4.804878048780488,1.06430155210643,908.0,2.0133037694013303,40.8,-124.16,0.747,93453,0.37251966709167095,1.7860056015324144,3.7405764966740573
2563,1.1386,52.0,3.914942528735632,1.1494252873563218,952.0,2.188505747126437,40.8,-124.16,0.741,96675,1.3607863554791413,78.97769073947838,2.7655172413793103
2564,2.4896,38.0,5.333333333333333,0.9965635738831616,873.0,3.0,40.79,-124.14,0.81,90955,-0.8803161750079682,19.064267780334486,4.3367697594501715
2565,3.1711,41.0,6.0945558739255015,1.0257879656160458,911.0,2.6103151862464182,40.78,-124.15,1.042,96295,-1.1728177872665615,35.314659266085904,5.0687679083094554
2566,3.8,46.0,5.659025787965616,0.991404011461318,791.0,2.2664756446991405,40.78,-124.16,0.818,91712,0.40607916662993754,39.42312182758103,4.667621776504298
2567,2.1135,46.0,5.622920517560074,1.1035120147874309,1206.0,2.229205175600739,40.79,-124.16,0.906,94703,-0.5868497335487376,91.65993889009445,4.5194085027726425
2568,3.0216,37.0,5.539094650205762,1.0041152263374489,1263.0,2.598765432098765,40.79,-124.15,0.864,96563,-2.2599013674584763,65.8838215766162,4.534979423868313
2569,3.4219,35.0,5.6157407407407405,0.9791666666666666,982.0,2.2731481481481484,40.78,-124.14,0.928,91273,-1.2429333469105683,4.060949030289073,4.6365740740740735
2570,2.9143,27.0,5.334500875656743,1.0595446584938704,1407.0,2.4640980735551663,40.77,-124.14,0.996,95631,-0.3114243493535451,1.4810240714154599,4.274956217162872
2571,3.375,24.0,5.58203125,0.998046875,1388.0,2.7109375,40.76,-124.15,1.006,93811,0.04818875474790214,19.956809753028015,4.583984375
2572,3.3984,36.0,5.739130434782608,1.016304347826087,829.0,2.252717391304348,40.78,-124.15,0.9,92625,0.07796909938329855,31.81719408727114,4.7228260869565215
2573,2.5536,23.0,5.48,1.2114285714285715,425.0,2.4285714285714284,40.81,-124.11,0.961,92382,2.0051963402354454,48.45238340865989,4.268571428571429
2574,2.1101,34.0,5.607329842931938,1.099476439790576,1056.0,2.764397905759162,40.78,-124.13,0.869,91441,-0.20762525670109364,83.78394123088555,4.507853403141361
2575,2.2478,31.0,5.123809523809523,1.1,1259.0,2.997619047619048,40.8,-124.13,0.811,92979,0.2781254895361048,31.48177560347595,4.023809523809524
2576,2.8833,29.0,5.793911007025761,1.0608899297423888,1130.0,2.646370023419204,40.79,-124.13,0.83,91797,-1.6258920273744961,37.65372192716553,4.733021077283372
2577,3.5833,32.0,5.829479768786127,1.03757225433526,855.0,2.4710982658959537,40.79,-124.13,0.928,94390,-0.03113553831527568,32.933793000965764,4.791907514450868
2578,3.2216,34.0,6.252615844544096,1.0493273542600896,1891.0,2.82660687593423,40.86,-124.06,0.981,94009,0.33419894317176624,0.8965336032905613,5.203288490284006
2579,3.5156,31.0,6.019950124688279,1.0673316708229426,1005.0,2.506234413965087,40.85,-124.05,1.43,94850,-1.3752594809811896,95.52015391181197,4.952618453865337
2580,3.9792,22.0,5.855203619909502,0.9841628959276018,1198.0,2.7104072398190047,40.8,-124.02,1.339,91394,-0.9339919596369565,13.899588413647379,4.8710407239819
2581,1.1157,18.0,2.5637450199203187,0.9641434262948207,805.0,1.6035856573705178,40.86,-124.08,1.5,94281,0.4891686338368702,28.7667478203247,1.599601593625498
2582,1.1742,25.0,3.4881266490765173,1.0211081794195251,794.0,2.094986807387863,40.86,-124.09,0.75,91269,-0.5463262643119116,12.93033020964418,2.467018469656992
2583,1.1576,44.0,3.279620853080569,0.976303317535545,398.0,1.886255924170616,40.87,-124.09,0.875,94732,-0.10254177150997427,49.05431561567226,2.3033175355450237
2584,2.2138,47.0,5.3003003003003,0.978978978978979,796.0,2.3903903903903903,40.87,-124.07,0.992,95387,0.5407775189589796,93.21661149424992,4.321321321321321
2585,1.1479,29.0,4.023529411764706,1.103529411764706,990.0,2.3294117647058825,40.87,-124.08,1.011,93714,2.036872171795816,10.070071762548627,2.92
2586,2.2188,50.0,4.925133689839572,1.0,420.0,2.2459893048128343,40.88,-124.09,1.058,90529,-0.22178520107839217,44.08969235884961,3.925133689839572
2587,0.7684,31.0,2.569230769230769,1.0307692307692309,780.0,6.0,40.87,-124.07,1.531,93623,1.7691980788774428,2.2374845771578444,1.538461538461538
2588,1.725,33.0,5.068027210884353,1.1473922902494331,1165.0,2.6417233560090705,40.88,-124.15,0.575,96164,-1.9587736612955935,77.08982213861482,3.92063492063492
2589,2.0657,35.0,5.105982905982906,0.988034188034188,1581.0,2.7025641025641027,40.88,-124.1,0.811,92958,0.14836285868198548,64.1226143554425,4.1179487179487175
2590,1.5326,31.0,4.244111349036403,1.0599571734475377,1052.0,2.252676659528908,40.88,-124.09,0.741,92914,-0.334089207095231,69.96986637071501,3.1841541755888647
